order_id,order_date,customer_id,category,order_value_gbp,quantity,region,marketing_channel,device,is_returning_customer,discount_applied,delivery_days,returned,revenue_gbp,month,day_of_week,hour
ORD-000067,2023-12-24 03:00:00,CUST-06481,Electronics,39.36,4,London,Organic Search,Mobile,0,0,3,0,157.44,2023-12,Sunday,3
ORD-000068,2023-10-28 08:00:00,CUST-00918,Fashion,11.82,5,London,Email,Mobile,1,0,5,0,59.1,2023-10,Saturday,8
ORD-000069,2023-08-08 20:00:00,CUST-02693,Fashion,17.62,5,South East,Organic Search,Mobile,1,1,2,0,88.1,2023-08,Tuesday,20
ORD-000070,2024-11-16 08:00:00,CUST-00612,Electronics,48.88,3,East Midlands,Email,Mobile,1,0,3,0,146.64,2024-11,Saturday,8
ORD-000071,2024-11-06 16:00:00,CUST-04923,Sports,34.97,2,East Midlands,Paid Search,Mobile,0,0,5,1,3.5,2024-11,Wednesday,16
ORD-000072,2023-11-30 14:00:00,CUST-01824,Fashion,34.67,2,Yorkshire,Paid Search,Mobile,0,0,5,0,69.34,2023-11,Thursday,14
ORD-000073,2023-04-18 00:00:00,CUST-05085,Books & Media,11.87,5,North West,Social Media,Desktop,1,1,7,0,59.35,2023-04,Tuesday,0
ORD-000074,2023-03-26 11:00:00,CUST-03437,Fashion,30.47,5,South East,Organic Search,Mobile,1,0,2,0,152.35,2023-03,Sunday,11
ORD-000075,2023-04-23 07:00:00,CUST-01228,Home & Garden,16.85,3,London,Referral,Desktop,1,0,3,0,50.55,2023-04,Sunday,7
ORD-000076,2024-10-04 14:00:00,CUST-01571,Health & Beauty,33.67,2,Northern Ireland,Organic Search,Mobile,0,1,3,0,67.34,2024-10,Friday,14
ORD-000077,2023-08-08 02:00:00,CUST-06404,Books & Media,12.8,1,North West,Email,Desktop,0,0,2,0,12.8,2023-08,Tuesday,2
ORD-000078,2023-10-08 16:00:00,CUST-03281,Home & Garden,39.51,2,North West,Social Media,Desktop,1,0,3,0,79.02,2023-10,Sunday,16
ORD-000079,2023-01-17 07:00:00,CUST-02517,Fashion,104.11,3,North West,Paid Search,Desktop,0,1,5,1,15.62,2023-01,Tuesday,7
ORD-000080,2024-08-05 18:00:00,CUST-00338,Books & Media,12.97,5,South West,Email,Desktop,0,1,2,0,64.85,2024-08,Monday,18
ORD-000081,2024-06-11 18:00:00,CUST-05423,Fashion,46.61,5,East of England,Paid Search,Mobile,0,0,5,1,11.65,2024-06,Tuesday,18
ORD-000082,2023-09-03 12:00:00,CUST-05223,Electronics,137.02,1,Wales,Social Media,Desktop,0,1,7,0,137.02,2023-09,Sunday,12
ORD-000083,2023-05-29 09:00:00,CUST-00073,Home & Garden,24.54,1,London,Organic Search,Mobile,0,0,3,0,24.54,2023-05,Monday,9
ORD-000084,2023-09-15 16:00:00,CUST-05198,Sports,54.26,3,Wales,Referral,Desktop,1,0,7,0,162.78,2023-09,Friday,16
ORD-000085,2023-12-16 16:00:00,CUST-07350,Electronics,136.75,2,Yorkshire,Organic Search,Mobile,1,0,2,0,273.5,2023-12,Saturday,16
ORD-000086,2024-06-28 11:00:00,CUST-01526,Health & Beauty,28.4,5,Scotland,Social Media,Mobile,0,0,2,0,142.0,2024-06,Friday,11
ORD-000087,2024-09-28 01:00:00,CUST-03818,Health & Beauty,13.72,4,South West,Organic Search,Desktop,1,0,3,0,54.88,2024-09,Saturday,1
ORD-000088,2023-04-13 06:00:00,CUST-06588,Food & Drink,18.72,4,Northern Ireland,Paid Search,Mobile,1,1,3,0,74.88,2023-04,Thursday,6
ORD-000089,2024-05-08 05:00:00,CUST-05994,Fashion,50.4,4,South East,Paid Search,Mobile,0,0,3,0,201.6,2024-05,Wednesday,5
ORD-000090,2024-08-07 23:00:00,CUST-01587,Fashion,12.71,5,West Midlands,Referral,Desktop,0,0,3,0,63.55,2024-08,Wednesday,23
ORD-000091,2024-04-01 21:00:00,CUST-05208,Home & Garden,26.65,5,Scotland,Organic Search,Mobile,1,1,5,0,133.25,2024-04,Monday,21
ORD-000092,2024-02-11 18:00:00,CUST-05005,Fashion,147.05,4,London,Organic Search,Mobile,1,0,3,0,588.2,2024-02,Sunday,18
ORD-000093,2023-07-30 16:00:00,CUST-01187,Sports,73.56,1,East Midlands,Referral,Mobile,0,0,3,0,73.56,2023-07,Sunday,16
ORD-000094,2024-09-14 20:00:00,CUST-02320,Health & Beauty,73.06,4,Scotland,Organic Search,Tablet,0,1,7,0,292.24,2024-09,Saturday,20
ORD-000095,2023-12-04 22:00:00,CUST-07403,Sports,92.49,1,North West,Organic Search,Mobile,1,0,3,0,92.49,2023-12,Monday,22
ORD-000096,2024-07-27 21:00:00,CUST-06212,Books & Media,19.0,3,West Midlands,Social Media,Mobile,0,1,7,0,57.0,2024-07,Saturday,21
ORD-000097,2024-12-26 12:00:00,CUST-03331,Food & Drink,20.77,4,East Midlands,Organic Search,Desktop,0,0,7,0,83.08,2024-12,Thursday,12
ORD-000098,2023-01-21 22:00:00,CUST-07650,Home & Garden,75.42,4,Yorkshire,Organic Search,Mobile,0,0,1,0,301.68,2023-01,Saturday,22
ORD-000099,2023-10-15 22:00:00,CUST-07230,Food & Drink,59.67,1,West Midlands,Email,Tablet,1,1,2,0,59.67,2023-10,Sunday,22
ORD-000100,2024-06-12 13:00:00,CUST-02383,Fashion,73.85,1,South East,Organic Search,Desktop,0,0,3,0,73.85,2024-06,Wednesday,13
ORD-000101,2023-01-09 14:00:00,CUST-01055,Sports,60.79,1,Yorkshire,Paid Search,Desktop,0,1,3,0,60.79,2023-01,Monday,14
ORD-000102,2024-10-25 22:00:00,CUST-02177,Home & Garden,54.11,3,North West,Social Media,Mobile,0,0,3,0,162.33,2024-10,Friday,22
ORD-000103,2024-12-19 15:00:00,CUST-00318,Books & Media,20.23,4,West Midlands,Referral,Desktop,0,0,7,0,80.92,2024-12,Thursday,15
ORD-000104,2023-12-31 19:00:00,CUST-05889,Home & Garden,43.6,1,North East,Paid Search,Mobile,0,0,2,1,2.18,2023-12,Sunday,19
ORD-000105,2024-05-30 23:00:00,CUST-01185,Sports,74.17,3,East Midlands,Social Media,Desktop,1,0,2,0,222.51,2024-05,Thursday,23
ORD-000106,2024-09-09 12:00:00,CUST-03930,Food & Drink,16.45,3,London,Social Media,Desktop,0,0,2,0,49.35,2024-09,Monday,12
ORD-000107,2023-11-12 14:00:00,CUST-03573,Sports,44.48,5,Yorkshire,Organic Search,Desktop,0,0,7,0,222.4,2023-11,Sunday,14
ORD-000108,2023-09-23 14:00:00,CUST-02730,Sports,29.69,1,Wales,Paid Search,Desktop,1,1,2,0,29.69,2023-09,Saturday,14
ORD-000109,2023-03-11 22:00:00,CUST-06337,Electronics,65.29,1,West Midlands,Social Media,Mobile,0,0,1,0,65.29,2023-03,Saturday,22
ORD-000110,2023-02-14 03:00:00,CUST-07312,Fashion,29.86,1,London,Organic Search,Mobile,0,1,2,0,29.86,2023-02,Tuesday,3
ORD-000111,2024-11-05 22:00:00,CUST-00421,Food & Drink,68.99,5,London,Organic Search,Mobile,1,0,3,0,344.95,2024-11,Tuesday,22
ORD-000112,2024-02-18 02:00:00,CUST-06708,Health & Beauty,17.54,1,North West,Email,Mobile,0,0,3,0,17.54,2024-02,Sunday,2
ORD-000113,2024-03-26 17:00:00,CUST-07410,Home & Garden,75.58,1,North East,Organic Search,Desktop,0,1,3,0,75.58,2024-03,Tuesday,17
ORD-000114,2024-03-31 01:00:00,CUST-04131,Fashion,25.5,3,Scotland,Organic Search,Mobile,1,1,2,0,76.5,2024-03,Sunday,1
ORD-000115,2024-02-12 21:00:00,CUST-02120,Electronics,87.43,1,East of England,Organic Search,Mobile,0,0,7,0,87.43,2024-02,Monday,21
ORD-000116,2024-11-10 16:00:00,CUST-04783,Fashion,53.55,4,Wales,Organic Search,Desktop,0,1,3,0,214.2,2024-11,Sunday,16
ORD-000117,2024-04-13 20:00:00,CUST-01379,Home & Garden,19.76,2,London,Email,Mobile,0,0,2,0,39.52,2024-04,Saturday,20
ORD-000118,2023-04-23 05:00:00,CUST-02419,Fashion,19.45,1,North West,Social Media,Mobile,0,0,7,0,19.45,2023-04,Sunday,5
ORD-000119,2024-08-03 11:00:00,CUST-02178,Electronics,47.94,3,East Midlands,Organic Search,Mobile,0,0,3,0,143.82,2024-08,Saturday,11
ORD-000120,2023-06-01 03:00:00,CUST-06572,Home & Garden,27.45,5,East Midlands,Organic Search,Desktop,0,0,3,0,137.25,2023-06,Thursday,3
ORD-000121,2024-11-04 05:00:00,CUST-03509,Health & Beauty,31.55,5,London,Social Media,Mobile,0,0,2,0,157.75,2024-11,Monday,5
ORD-000122,2024-02-28 21:00:00,CUST-07250,Fashion,52.05,2,Yorkshire,Social Media,Desktop,0,0,5,0,104.1,2024-02,Wednesday,21
ORD-000123,2024-03-02 06:00:00,CUST-03658,Health & Beauty,15.85,3,East of England,Email,Tablet,0,0,5,0,47.55,2024-03,Saturday,6
ORD-000124,2024-10-16 11:00:00,CUST-07818,Food & Drink,26.93,1,South East,Email,Desktop,0,0,5,0,26.93,2024-10,Wednesday,11
ORD-000125,2024-04-23 22:00:00,CUST-05037,Home & Garden,46.52,5,London,Referral,Desktop,0,1,3,0,232.6,2024-04,Tuesday,22
ORD-000126,2023-02-24 10:00:00,CUST-00332,Books & Media,14.13,5,London,Direct,Desktop,1,0,5,0,70.65,2023-02,Friday,10
ORD-000127,2023-10-10 08:00:00,CUST-03431,Food & Drink,17.15,4,North West,Organic Search,Tablet,0,1,3,0,68.6,2023-10,Tuesday,8
ORD-000128,2024-01-30 18:00:00,CUST-00186,Electronics,113.89,2,London,Organic Search,Mobile,0,1,2,0,227.78,2024-01,Tuesday,18
ORD-000129,2023-11-10 14:00:00,CUST-00920,Electronics,226.7,4,Yorkshire,Organic Search,Mobile,0,1,5,0,906.8,2023-11,Friday,14
ORD-000130,2023-08-19 10:00:00,CUST-04080,Home & Garden,95.48,5,South East,Direct,Tablet,1,1,2,0,477.4,2023-08,Saturday,10
ORD-000131,2023-06-06 04:00:00,CUST-00278,Health & Beauty,69.22,1,North West,Email,Desktop,0,0,3,0,69.22,2023-06,Tuesday,4
ORD-000132,2024-07-18 09:00:00,CUST-05673,Home & Garden,25.86,1,North West,Organic Search,Mobile,1,0,5,0,25.86,2024-07,Thursday,9
ORD-000133,2023-01-28 15:00:00,CUST-05637,Fashion,30.0,4,Scotland,Email,Mobile,1,0,7,0,120.0,2023-01,Saturday,15
ORD-000134,2023-03-25 06:00:00,CUST-03158,Health & Beauty,42.11,1,North East,Email,Mobile,0,0,1,0,42.11,2023-03,Saturday,6
ORD-000135,2023-11-30 02:00:00,CUST-04740,Electronics,210.11,2,East of England,Email,Desktop,1,1,3,0,420.22,2023-11,Thursday,2
ORD-000136,2023-05-18 16:00:00,CUST-07913,Food & Drink,36.93,4,London,Social Media,Desktop,0,0,3,0,147.72,2023-05,Thursday,16
ORD-000137,2024-07-29 08:00:00,CUST-04818,Fashion,24.31,3,London,Social Media,Desktop,0,1,3,0,72.93,2024-07,Monday,8
ORD-000138,2023-10-02 09:00:00,CUST-03294,Food & Drink,19.26,1,North West,Paid Search,Desktop,0,0,3,1,0.96,2023-10,Monday,9
ORD-000139,2024-04-30 09:00:00,CUST-02158,Electronics,103.82,1,Yorkshire,Organic Search,Mobile,0,0,3,0,103.82,2024-04,Tuesday,9
ORD-000140,2023-03-10 04:00:00,CUST-02017,Fashion,40.77,3,South West,Organic Search,Tablet,0,1,1,0,122.31,2023-03,Friday,4
ORD-000141,2024-12-12 18:00:00,CUST-07611,Fashion,27.87,2,London,Paid Search,Desktop,1,0,3,0,55.74,2024-12,Thursday,18
ORD-000142,2023-07-17 09:00:00,CUST-02070,Food & Drink,21.0,4,South East,Organic Search,Desktop,1,0,3,0,84.0,2023-07,Monday,9
ORD-000143,2024-08-29 11:00:00,CUST-03644,Electronics,84.27,4,North West,Organic Search,Tablet,0,0,7,0,337.08,2024-08,Thursday,11
ORD-000144,2024-08-01 05:00:00,CUST-02886,Health & Beauty,15.65,2,North West,Paid Search,Mobile,1,0,3,0,31.3,2024-08,Thursday,5
ORD-000145,2023-02-05 14:00:00,CUST-00486,Books & Media,27.08,4,West Midlands,Referral,Desktop,0,0,1,0,108.32,2023-02,Sunday,14
ORD-000146,2023-09-01 23:00:00,CUST-02926,Health & Beauty,23.04,1,North West,Referral,Desktop,0,0,2,0,23.04,2023-09,Friday,23
ORD-000147,2023-11-05 00:00:00,CUST-04080,Fashion,43.08,2,Yorkshire,Email,Mobile,0,1,5,0,86.16,2023-11,Sunday,0
ORD-000148,2024-08-04 05:00:00,CUST-03046,Food & Drink,46.52,1,North East,Organic Search,Mobile,0,0,7,0,46.52,2024-08,Sunday,5
ORD-000149,2023-08-30 07:00:00,CUST-00372,Books & Media,13.92,1,London,Email,Tablet,0,0,3,0,13.92,2023-08,Wednesday,7
ORD-000150,2023-07-25 11:00:00,CUST-05899,Home & Garden,108.05,1,South East,Social Media,Mobile,0,0,2,0,108.05,2023-07,Tuesday,11
ORD-000151,2023-01-09 10:00:00,CUST-01198,Health & Beauty,16.18,3,South East,Paid Search,Mobile,0,0,7,0,48.54,2023-01,Monday,10
ORD-000152,2024-04-21 23:00:00,CUST-06825,Food & Drink,32.42,2,Yorkshire,Organic Search,Tablet,0,0,7,0,64.84,2024-04,Sunday,23
ORD-000153,2024-06-12 16:00:00,CUST-02183,Food & Drink,41.37,1,Scotland,Paid Search,Desktop,1,0,3,1,2.07,2024-06,Wednesday,16
ORD-000154,2023-07-02 21:00:00,CUST-04376,Home & Garden,36.47,2,East Midlands,Social Media,Mobile,1,0,3,0,72.94,2023-07,Sunday,21
ORD-000155,2023-04-07 23:00:00,CUST-05256,Books & Media,13.48,5,Scotland,Social Media,Desktop,1,0,2,0,67.4,2023-04,Friday,23
ORD-000156,2023-11-30 12:00:00,CUST-00268,Fashion,40.94,1,South East,Paid Search,Tablet,0,0,1,0,40.94,2023-11,Thursday,12
ORD-000157,2023-11-21 01:00:00,CUST-04490,Fashion,51.03,4,North West,Email,Mobile,0,0,3,0,204.12,2023-11,Tuesday,1
ORD-000158,2023-01-09 05:00:00,CUST-04491,Electronics,113.02,5,South East,Email,Mobile,0,0,5,0,565.1,2023-01,Monday,5
ORD-000159,2023-03-22 10:00:00,CUST-06036,Fashion,26.05,4,Yorkshire,Paid Search,Mobile,0,0,7,0,104.2,2023-03,Wednesday,10
ORD-000160,2024-05-05 14:00:00,CUST-03302,Health & Beauty,28.94,5,East of England,Email,Mobile,1,0,1,0,144.7,2024-05,Sunday,14
ORD-000161,2024-09-20 15:00:00,CUST-07212,Home & Garden,155.89,3,North West,Email,Mobile,1,0,2,0,467.67,2024-09,Friday,15
ORD-000162,2024-01-25 03:00:00,CUST-03607,Fashion,84.69,3,South East,Direct,Desktop,1,0,5,0,254.07,2024-01,Thursday,3
ORD-000163,2024-04-27 21:00:00,CUST-00278,Fashion,72.46,5,East of England,Paid Search,Mobile,1,0,1,1,18.12,2024-04,Saturday,21
ORD-000164,2024-10-16 12:00:00,CUST-07853,Fashion,40.08,5,West Midlands,Referral,Mobile,0,0,3,0,200.4,2024-10,Wednesday,12
ORD-000165,2024-12-11 03:00:00,CUST-02070,Food & Drink,89.67,2,East Midlands,Referral,Desktop,1,1,2,0,179.34,2024-12,Wednesday,3
ORD-000166,2023-04-28 03:00:00,CUST-07207,Books & Media,27.83,3,London,Email,Desktop,0,0,5,0,83.49,2023-04,Friday,3
ORD-000167,2024-08-16 11:00:00,CUST-01833,Fashion,46.02,2,South West,Social Media,Mobile,0,0,5,0,92.04,2024-08,Friday,11
ORD-000168,2023-09-30 18:00:00,CUST-02104,Food & Drink,28.53,4,East of England,Email,Desktop,1,0,2,0,114.12,2023-09,Saturday,18
ORD-000169,2023-03-24 18:00:00,CUST-06979,Fashion,34.17,3,North East,Organic Search,Desktop,0,1,5,0,102.51,2023-03,Friday,18
ORD-000170,2023-12-14 10:00:00,CUST-01148,Health & Beauty,37.99,2,East Midlands,Email,Desktop,0,0,7,0,75.98,2023-12,Thursday,10
ORD-000171,2024-04-20 11:00:00,CUST-04131,Food & Drink,35.68,1,London,Paid Search,Tablet,0,0,2,0,35.68,2024-04,Saturday,11
ORD-000172,2023-05-02 07:00:00,CUST-01296,Fashion,68.6,4,East of England,Direct,Mobile,0,0,3,0,274.4,2023-05,Tuesday,7
ORD-000173,2023-03-14 06:00:00,CUST-00658,Health & Beauty,26.92,3,Yorkshire,Organic Search,Mobile,1,0,2,0,80.76,2023-03,Tuesday,6
ORD-000174,2023-12-28 16:00:00,CUST-02445,Fashion,18.59,1,East of England,Organic Search,Mobile,1,0,7,0,18.59,2023-12,Thursday,16
ORD-000175,2023-08-28 23:00:00,CUST-00022,Fashion,52.03,5,Northern Ireland,Paid Search,Mobile,0,1,3,0,260.15,2023-08,Monday,23
ORD-000176,2023-04-10 09:00:00,CUST-04087,Health & Beauty,45.85,1,London,Referral,Desktop,0,1,2,0,45.85,2023-04,Monday,9
ORD-000177,2024-04-07 23:00:00,CUST-06153,Food & Drink,13.9,5,East of England,Social Media,Desktop,0,0,1,0,69.5,2024-04,Sunday,23
ORD-000178,2023-07-17 08:00:00,CUST-03654,Home & Garden,56.82,5,Yorkshire,Direct,Mobile,0,1,3,0,284.1,2023-07,Monday,8
ORD-000179,2023-03-17 02:00:00,CUST-00879,Food & Drink,55.91,5,London,Referral,Desktop,1,0,3,0,279.55,2023-03,Friday,2
